;x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72;x73;x74;x75;x76;x77;x78;x79;x80;x81;x82;x83;x84;x85;x86;x87;x88;x89;x90;x91;x92;x93;x94;x95;x96;x97;x98;x99;x100;x101;x102;x103;x104;x105;x106;x107;x108;x109;x110;x111;x112;x113;x114;x115;x116;x117;x118;x119;x120;x121;x122;x123;x124;x125;x126;x127;x128;x129;x130;x131;x132;x133;x134;x135;x136;x137;x138;x139;x140;x141;x142;x143;x144;x145;x146;x147;x148;x149;x150;x151;x152;x153;x154;x155;x156;x157;x158;x159;x160;x161;x162;x163;x164;x165;x166;x167;x168;x169;x170;x171;x172;x173;x174;x175;x176;x177;x178;x179;x180;x181;x182;x183;x184;x185;x186;x187;x188;x189;x190;x191;x192;x193;x194;x195;x196;x197;x198;x199;x200;x201;x202;x203;x204;x205;x206;x207;x208;x209;x210;x211;x212;x213;x214;x215;x216;x217;x218;x219;x220;x221;x222;x223;x224;x225;x226;x227;x228;x229;x230;x231;x232;x233;x234;x235;x236;x237;x238;x239;x240;x241;x242;x243;x244;x245;x246;x247;x248;x249;x250;x251;x252;x253;x254;x255;x256;x257;x258;x259;x260;x261;x262;x263;x264;x265;x266;x267;x268;x269;x270;x271;x272;x273;x274;x275;x276;x277;x278;x279;x280;x281;x282;x283;x284;x285;x286;x287;x288;x289;x290;x291;x292;x293;x294;x295;x296;x297;x298;x299;x300;x301;x302;x303;x304;x305;x306;x307;x308;x309;x310;x311;x312;x313;x314;x315;x316;x317;x318;x319;x320;x321;x322;x323;x324;x325;x326;x327;x328;x329;x330;x331;x332;x333;x334;x335;x336;x337;x338;x339;x340;x341;x342;x343;x344;x345;x346;x347;x348;x349;x350;x351;x352;x353;x354;x355;x356;x357;x358;x359;x360;x361;x362;x363;x364;state;p;index;lon;lat;landmask;gx;gy;dataset;year;iifp_Y_dur
3650;96.99999690055849;97.99999594688416;100.0;97.99999594688416;95.9999978542328;94.9999988079071;93.99999976158142;93.99999976158142;93.00000071525574;93.99999976158142;94.9999988079071;97.99999594688416;100.0;100.0;100.0;100.0;100.0;97.99999594688416;96.99999690055849;96.99999690055849;96.99999690055849;97.99999594688416;100.0;97.99999594688416;95.9999978542328;97.99999594688416;100.0;100.0;98.99999499320984;96.99999690055849;94.9999988079071;95.9999978542328;96.99999690055849;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.99999499320984;97.99999594688416;98.99999499320984;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.99999690055849;93.99999976158142;96.99999690055849;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;95.9999978542328;95.9999978542328;94.9999988079071;93.99999976158142;93.99999976158142;96.99999690055849;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;96.99999690055849;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;94.9999988079071;97.99999594688416;100.0;97.99999594688416;96.99999690055849;97.99999594688416;100.0;100.0;100.0;97.99999594688416;94.9999988079071;95.9999978542328;97.99999594688416;96.99999690055849;95.9999978542328;97.99999594688416;100.0;100.0;100.0;100.0;100.0;97.99999594688416;94.9999988079071;95.9999978542328;95.9999978542328;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.99999499320984;97.99999594688416;98.99999499320984;100.0;100.0;100.0;100.0;100.0;97.99999594688416;96.99999690055849;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;96.99999690055849;94.9999988079071;93.00000071525574;91.99999570846558;89.99999761581421;91.99999570846558;93.00000071525574;95.9999978542328;100.0;100.0;98.99999499320984;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.9999978542328;93.00000071525574;91.99999570846558;89.99999761581421;87.00000047683716;83.99999737739563;89.99999761581421;94.9999988079071;85.999995470047;76.99999809265137;77.99999713897705;77.99999713897705;81.99999928474426;84.99999642372131;77.99999713897705;70.99999785423279;77.99999713897705;85.999995470047;87.00000047683716;87.99999952316284;43.99999976158142;0.0;0.0;0.0;37.99999952316284;76.99999809265137;87.99999952316284;100.0;100.0;100.0;96.99999690055849;93.99999976158142;96.99999690055849;100.0;100.0;100.0;95.9999978542328;91.99999570846558;95.9999978542328;100.0;100.0;100.0;100.0;100.0;97.99999594688416;94.9999988079071;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.9999978542328;91.99999570846558;95.9999978542328;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;94.9999988079071;95.9999978542328;95.9999978542328;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.9999978542328;93.00000071525574;95.9999978542328;98.99999499320984;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;96.99999690055849;97.99999594688416;98.99999499320984;100.0;100.0;100.0;100.0;97.99999594688416;95.9999978542328;93.99999976158142;93.00000071525574;95.9999978542328;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.9999978542328;93.00000071525574;93.00000071525574;93.00000071525574;93.99999976158142;93.99999976158142;96.99999690055849;100.0;100.0;100.0;100.0;100.0;100.0;1;89;51;92.63243103027344;75.85733032226562;1.0;195.0;188.0;nsidc_v4;1980;16.0
3651;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.9999978542328;91.99999570846558;95.9999978542328;100.0;98.99999499320984;97.99999594688416;96.99999690055849;95.9999978542328;95.9999978542328;96.99999690055849;97.99999594688416;98.99999499320984;95.9999978542328;93.00000071525574;95.9999978542328;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;96.99999690055849;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.9999978542328;93.00000071525574;95.9999978542328;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;94.9999988079071;95.9999978542328;95.9999978542328;95.9999978542328;96.99999690055849;97.99999594688416;100.0;97.99999594688416;95.9999978542328;95.9999978542328;95.9999978542328;95.9999978542328;96.99999690055849;97.99999594688416;97.99999594688416;98.99999499320984;100.0;100.0;100.0;96.99999690055849;93.99999976158142;96.99999690055849;100.0;97.99999594688416;96.99999690055849;96.99999690055849;96.99999690055849;97.99999594688416;100.0;96.99999690055849;93.99999976158142;96.99999690055849;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.99999690055849;93.99999976158142;96.99999690055849;100.0;95.9999978542328;93.00000071525574;95.9999978542328;100.0;97.99999594688416;94.9999988079071;95.9999978542328;95.9999978542328;93.99999976158142;91.99999570846558;93.99999976158142;96.99999690055849;97.99999594688416;100.0;100.0;98.99999499320984;97.99999594688416;97.99999594688416;98.99999499320984;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;94.9999988079071;95.9999978542328;95.9999978542328;97.99999594688416;100.0;100.0;98.99999499320984;95.9999978542328;93.00000071525574;95.9999978542328;98.99999499320984;96.99999690055849;94.9999988079071;94.9999988079071;94.9999988079071;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.9999978542328;93.00000071525574;94.9999988079071;96.99999690055849;97.99999594688416;97.99999594688416;89.99999761581421;82.99999833106995;81.99999928474426;81.00000023841858;83.99999737739563;87.99999952316284;43.99999976158142;0.0;46.99999988079071;93.99999976158142;96.99999690055849;100.0;95.9999978542328;93.00000071525574;95.9999978542328;100.0;100.0;100.0;100.0;100.0;98.99999499320984;97.99999594688416;98.99999499320984;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.99999499320984;97.99999594688416;96.99999690055849;95.9999978542328;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;98.99999499320984;97.99999594688416;95.9999978542328;95.9999978542328;94.9999988079071;97.99999594688416;100.0;100.0;100.0;97.99999594688416;96.99999690055849;97.99999594688416;100.0;97.99999594688416;96.99999690055849;97.99999594688416;98.99999499320984;97.99999594688416;97.99999594688416;97.99999594688416;96.99999690055849;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;95.9999978542328;97.99999594688416;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.99999594688416;94.9999988079071;93.99999976158142;93.99999976158142;96.99999690055849;100.0;100.0;100.0;1;89;51;92.63243103027344;75.85733032226562;1.0;195.0;188.0;nsidc_v4;1981;7.0
9856;84.03;84.18;89.55;89.29;88.19;90.43;95.94;96.67;94.91;96.0;92.71;92.27;95.68;98.3;96.68;95.98;88.85000000000001;88.22;95.24;96.2;88.67;92.95;96.84;94.86;97.94;98.79;98.75;97.47;100.0;96.48;98.85;95.95;95.74;99.66;96.0;98.18;97.36;95.95;92.09;88.41;93.82;96.34;94.43;92.54;92.42;92.67;92.34;88.25;86.94;92.89;91.37;89.95;90.38;90.32;89.71000000000001;88.51;93.51;96.25;95.37;95.31;98.83;98.27;96.37;93.9;92.01;93.04;93.39;95.79;98.16;88.9;85.89;88.74;78.07000000000001;76.88;80.33;82.98;87.32000000000001;86.81;85.44;87.33;91.76;95.75;93.08;92.21;85.26;84.3;81.06;69.51;69.86;63.89;69.24;63.15;62.620000000000005;63.99;65.54;63.95;57.63;45.82;61.85;50.77;41.47;50.36;56.5;49.92;47.96;56.09;53.01;48.52;50.53;43.6;45.75;47.86;41.14;48.21;42.61;42.32;40.68;43.5;46.13;26.7;24.95;30.42;29.46;30.01;36.75;35.54;36.18;33.61;34.42;30.07;30.66;28.16;28.52;31.38;29.36;32.03;30.32;30.56;32.56;33.7;37.27;34.85;38.84;35.88;32.28;29.72;27.9;30.35;28.21;31.41;31.09;31.88;31.91;29.64;33.51;28.03;23.14;22.16;20.41;22.22;26.75;18.28;28.57;18.42;5.57;22.04;23.48;22.81;20.78;10.5;21.31;23.34;21.83;20.78;20.4;18.78;21.7;17.73;0.0;18.78;3.45;19.0;15.82;18.44;20.1;23.15;4.74;0.0;0.0;22.4;6.91;20.83;29.11;16.31;0.0;16.490000000000002;17.27;18.31;26.34;7.97;16.4;30.89;16.4;22.7;32.86;0.0;22.52;23.67;20.88;25.62;19.58;22.82;21.69;18.58;18.66;10.69;20.82;24.36;29.28;27.05;21.12;23.45;27.73;19.86;24.94;22.34;24.38;20.67;19.96;21.57;21.83;26.89;24.79;17.17;27.26;18.06;0.0;18.42;22.01;25.61;30.34;28.36;25.59;22.65;24.77;21.75;22.31;20.65;24.87;22.47;27.5;26.03;23.97;21.61;22.65;22.31;21.31;19.35;18.0;21.8;19.99;23.29;24.66;19.42;18.74;19.83;21.05;21.52;21.16;24.57;18.34;17.22;23.01;17.04;18.96;18.96;21.18;20.38;19.46;19.06;20.27;9.27;16.9;20.88;20.91;0.0;19.58;0.0;17.45;20.42;22.04;20.88;20.94;17.88;7.890000000000001;0.0;19.77;23.06;22.21;30.17;29.5;41.72;33.07;33.96;51.73;65.36;70.0;56.6;65.42;85.21000000000001;87.99;67.15;73.17;83.84;84.49;89.28;94.17;97.96;94.98;88.68;93.21;91.33;90.09;82.69;80.74;79.57000000000001;75.92;78.23;87.94;86.25;90.06;93.3;94.56;95.25;97.15;99.46;100.0;100.0;100.0;87.11;90.01;82.44;90.63;87.06;86.27;89.13;89.66;85.44;87.64;93.94;97.27;96.97;97.36;97.74;97.4;97.42;96.9;97.68;94.64;93.11;89.71000000000001;94.26;95.96;96.71;99.23;1;240;1312;67.6865234375;68.94449615478516;1.0;302.0;251.0;osisaf;1995;181.0
9979;79.29;81.14;78.68;89.15;88.51;90.5;88.9;94.52;95.68;93.24;98.56;94.65;92.34;93.22;94.96;96.53;89.97;100.0;98.64;90.3;88.83;81.31;80.53;94.45;93.35;98.2;91.72;95.92;68.03;81.73;74.42;88.04;78.13;77.37;77.98;74.23;82.46000000000001;79.17;78.60000000000001;77.76;86.42;87.0;85.42;86.64;93.83;85.96000000000001;86.52;87.98;81.84;75.39;80.78;78.48;79.10000000000001;81.07000000000001;83.29;77.76;80.02;88.99;90.02;92.07;97.44;86.46000000000001;86.14;88.86;80.45;84.77;91.81;87.31;90.87;89.7;89.61;89.95;100.0;90.48;87.15;84.59;82.67;82.48;75.37;73.04;78.99;78.14;75.77;80.37;78.12;74.91;67.61;69.14;74.73;62.18;70.3;69.49;66.14;79.54;86.86;68.94;67.18;79.09;69.41;75.77;87.34;84.09;74.92;68.15;88.43;74.9;71.18;82.39;60.620000000000005;54.14;56.01;55.41;59.06;63.57;64.13;69.46000000000001;71.22;71.33;66.28;69.41;66.66;65.46000000000001;61.370000000000005;64.15;61.940000000000005;63.04;67.41;76.32000000000001;75.38;80.76;69.92;71.52;72.19;71.46000000000001;74.62;75.14;70.92;65.33;69.39;74.4;63.95;63.06;57.99;54.0;58.56;50.47;51.47;58.77;49.95;48.02;55.11;56.97;57.83;53.18;64.04;71.58;60.48;61.3;53.96;59.67;65.78;57.98;58.7;49.74;32.81;53.73;62.53;60.26;53.44;54.45;55.75;50.31;63.26;50.74;46.4;56.59;47.31;43.74;52.68;43.62;51.21;50.71;55.38;56.48;50.82;58.69;52.9;31.61;57.370000000000005;56.79;43.05;58.17;49.28;51.08;45.93;51.99;50.01;52.36;64.54;40.45;47.54;63.81;55.33;51.75;20.0;13.14;52.59;58.98;62.45;58.52;44.21;57.27;61.04;55.71;52.13;49.2;53.81;57.49;55.32;52.620000000000005;60.77;52.91;60.3;64.53;52.85;51.51;50.22;53.75;55.83;57.94;55.42;54.06;58.97;51.93;48.66;34.62;54.95;45.45;51.44;54.06;54.56;57.22;52.28;50.11;51.17;49.29;63.45;51.4;51.73;52.2;56.73;57.89;54.73;55.22;56.04;54.75;48.93;51.57;54.83;49.45;43.24;55.92;48.14;48.51;53.89;55.47;52.49;52.8;51.15;53.09;50.21;51.13;43.04;52.54;54.91;50.5;55.65;45.7;48.72;41.68;54.21;51.09;51.14;58.18;57.82;51.34;58.85;57.04;60.45;67.95;57.42;55.91;60.31;65.05;54.41;55.45;64.59;61.17;63.56;72.72;75.2;77.55;67.07000000000001;75.96000000000001;83.24;92.05;96.23;91.22;89.60000000000001;100.0;94.2;73.61;88.73;93.01;89.5;93.25;95.96;93.63;99.12;90.26;87.66;92.97;88.87;79.86;76.53;79.08;84.36;85.01;88.39;88.62;95.84;97.54;95.25;90.47;97.65;100.0;100.0;89.16;84.97;90.7;95.18;95.14;94.77;96.15;95.28;96.55;100.0;85.85000000000001;96.29;96.38;100.0;95.77;95.64;92.31;92.21;93.3;97.61;93.76;94.25;92.77;94.0;93.24;95.11;91.2;93.23;1;243;1315;68.36434173583984;68.30995178222656;1.0;305.0;251.0;osisaf;1995;186.0
10184;78.91;79.37;87.57000000000001;88.03;89.68;88.88;93.46;92.0;89.63;93.08;84.01;83.3;87.64;96.69;87.85000000000001;81.74;72.37;74.21000000000001;89.15;88.63;74.81;88.68;90.84;80.57000000000001;83.49;92.1;90.48;89.75;87.64;82.37;82.29;85.39;83.25;89.96000000000001;83.97;83.98;79.21000000000001;84.18;81.64;77.82000000000001;81.5;84.51;83.65;81.87;83.21000000000001;81.02;81.86;82.9;81.77;89.43;86.74;84.52;85.79;86.05;87.25;83.03;85.99;87.18;91.64;94.64;95.91;92.29;94.38;92.35;91.68;92.17;90.4;93.39;93.68;85.2;78.72;79.57000000000001;72.60000000000001;75.10000000000001;66.37;68.48;73.95;76.10000000000001;75.46000000000001;75.07000000000001;74.59;84.62;81.0;80.56;76.78;72.17;73.59;70.23;65.82000000000001;63.16;66.71000000000001;61.0;63.22;65.78;71.26;68.61;59.9;61.99;63.02;64.28;54.8;56.05;66.62;55.57;49.85;60.03;54.09;49.42;48.14;44.65;47.31;40.36;43.53;46.75;51.08;52.75;52.66;56.89;59.17;34.910000000000004;39.09;37.2;41.06;40.25;46.55;44.26;43.76;39.8;39.99;39.4;43.03;36.95;40.27;42.88;32.95;42.23;40.03;36.89;37.32;38.91;37.13;33.02;36.34;38.75;35.25;33.63;31.56;35.78;34.300000000000004;35.97;36.06;39.41;36.11;35.7;37.0;37.6;32.410000000000004;30.43;34.34;27.93;31.5;31.63;35.58;28.39;0.42;30.23;33.1;32.62;34.04;17.07;29.98;33.25;29.26;34.15;35.61;33.47;29.53;28.12;0.0;30.25;0.0;33.12;29.74;36.13;38.76;32.69;22.64;0.0;0.0;40.56;9.09;36.61;39.66;35.550000000000004;0.0;32.33;34.64;36.59;40.9;8.790000000000001;35.5;41.57;42.68;43.25;47.5;0.0;39.24;42.35;39.76;41.74;39.34;37.04;36.36;37.44;34.0;20.79;44.84;39.06;38.08;39.37;37.02;40.49;40.71;38.51;39.6;38.56;37.36;34.65;39.39;35.12;31.61;37.02;35.11;33.910000000000004;38.38;34.28;18.64;28.95;37.02;39.36;43.12;43.01;38.72;37.7;36.55;37.72;40.29;33.93;40.12;38.77;38.58;39.57;37.5;37.3;41.56;34.96;35.34;32.77;34.96;36.68;29.32;32.97;38.74;34.92;38.09;32.160000000000004;34.95;35.89;33.01;38.47;16.6;29.8;38.3;32.6;37.69;34.67;37.72;34.11;35.86;34.09;36.43;9.27;35.61;37.23;37.55;0.42;34.69;0.0;31.22;37.07;37.47;37.81;34.300000000000004;37.98;4.03;17.45;36.35;37.85;37.59;41.97;39.72;48.52;37.55;41.46;48.81;62.21;66.06;52.620000000000005;63.09;78.25;82.37;62.23;68.5;80.71000000000001;82.46000000000001;86.12;91.14;94.01;92.28;81.89;88.74;92.25;85.45;77.49;73.33;72.13;71.05;75.22;83.14;87.98;88.07000000000001;91.09;93.01;92.07;95.79;100.0;99.41;97.85;96.06;80.65;90.75;90.22;90.92;80.84;78.51;77.26;81.36;73.49;89.14;91.71;95.12;99.07;97.29;97.67;96.32;97.09;96.47;96.04;90.57;85.01;81.18;84.44;83.36;92.78;95.95;1;248;1345;67.12194061279297;68.85690307617188;1.0;302.0;252.0;osisaf;1995;176.0
10307;86.49;82.25;86.37;93.44;93.57;92.02;93.72;93.45;90.59;92.72;81.76;82.72;87.60000000000001;95.03;84.31;77.66;69.28;67.43;88.34;89.35000000000001;76.76;87.61;87.2;77.85000000000001;77.2;86.73;82.93;86.93;76.77;76.06;77.33;83.93;75.95;79.54;77.72;67.01;65.55;73.78;76.16;72.48;74.57000000000001;80.09;81.02;77.05;74.16;70.22;70.51;78.87;85.21000000000001;90.4;90.38;87.18;87.41;88.62;87.84;88.17;89.4;92.15;91.61;97.53;97.47;96.65;95.29;94.72;94.23;93.08;94.11;95.36;94.41;88.39;86.14;80.71000000000001;74.99;73.07000000000001;67.14;68.87;74.54;76.58;76.41;78.21000000000001;75.92;79.78;75.03;71.42;71.84;68.52;65.12;62.75;64.23;61.18;66.63;65.04;58.94;64.75;72.02;67.6;61.83;65.15;64.42;71.26;67.68;59.93;67.64;60.65;50.65;58.84;60.02;53.7;49.98;38.63;42.53;40.48;44.45;47.65;52.78;52.39;54.02;63.0;59.81;51.77;50.78;50.56;48.58;52.65;56.29;50.42;51.73;55.81;51.52;47.05;52.46;50.1;50.32;51.09;39.75;45.85;45.8;41.53;51.870000000000005;49.76;41.79;40.31;42.27;39.66;43.0;37.78;41.28;43.86;39.61;43.03;45.01;41.96;38.74;44.08;43.55;43.82;38.08;40.28;42.81;42.8;38.58;38.62;43.78;36.82;31.68;37.47;42.23;39.53;35.54;38.47;38.78;36.25;37.71;37.19;40.82;34.95;38.22;38.7;13.1;37.27;17.95;39.39;39.88;44.05;42.54;38.24;44.44;18.74;15.51;48.84;47.92;48.83;48.7;47.84;17.48;41.88;40.82;45.74;45.19;38.44;50.38;44.04;48.58;34.97;65.25;12.19;53.67;51.08;49.47;53.13;52.370000000000005;48.42;49.08;47.81;45.39;43.49;52.35;39.28;47.31;49.46;53.4;47.94;48.92;44.68;46.54;43.26;43.19;46.39;44.74;45.61;39.73;41.45;41.53;39.7;41.95;37.23;29.9;37.52;41.71;40.98;50.03;48.38;44.42;45.7;43.38;40.18;46.91;41.66;48.870000000000005;44.39;46.91;41.61;43.17;44.35;45.74;41.64;40.8;38.27;42.95;42.53;37.31;43.59;40.08;40.77;40.67;44.31;41.4;41.89;40.15;38.48;13.38;40.05;40.22;43.02;45.37;44.93;43.97;43.77;43.83;44.81;41.89;47.55;44.48;47.34;48.02;47.37;38.38;35.89;46.7;51.31;50.06;48.93;46.96;51.7;47.86;49.85;49.44;49.39;46.11;52.48;48.05;55.29;48.89;50.69;55.82;56.16;58.24;52.55;50.54;62.23;76.22;56.22;62.8;75.5;79.01;87.33;90.81;92.96;91.43;80.67;88.89;90.88;83.68;71.85000000000001;73.59;71.86;71.96000000000001;80.68;90.63;94.31;89.87;95.87;94.46;97.01;98.2;100.0;100.0;95.48;91.74;80.89;91.93;91.67;93.34;80.21000000000001;79.56;77.09;79.02;72.56;91.27;93.62;95.4;100.0;100.0;100.0;99.66;100.0;100.0;100.0;88.59;86.04;79.47;86.56;77.37;92.27;93.96;1;251;1373;66.31790924072266;68.9762191772461;1.0;301.0;253.0;osisaf;1995;178.0
10447;82.27;96.76;96.4;91.03;93.95;92.25;93.01;90.14;77.47;86.02;93.72;93.28;97.75;96.93;98.69;89.68;80.57000000000001;79.05;75.66;68.66;64.58;71.59;85.39;75.69;71.77;70.86;77.78;83.8;86.9;93.28;86.37;81.15;79.69;80.73;79.11;81.02;86.48;90.58;83.74;90.56;83.69;74.67;71.60000000000001;72.04;73.26;82.56;77.51;83.84;87.91;92.72;89.01;89.33;90.75;87.62;94.5;93.33;93.78;94.45;89.03;93.17;95.85;98.23;100.0;100.0;100.0;100.0;100.0;99.54;92.64;81.27;78.92;87.33;88.05;90.02;90.46;94.87;99.91;100.0;100.0;100.0;100.0;100.0;96.45;97.34;88.4;92.46;93.48;98.08;96.45;95.44;87.43;79.83;77.8;75.36;78.16;78.43;70.81;68.41;69.8;70.13;70.74;68.22;68.37;66.27;69.72;78.42;79.36;79.54;69.03;74.61;75.15;76.4;77.5;82.02;81.52;75.8;72.5;74.06;76.74;76.77;81.87;85.32000000000001;82.2;75.10000000000001;75.0;81.91;77.49;81.63;61.39;67.2;62.6;67.21000000000001;64.02;65.72;69.63;65.04;66.46000000000001;60.85;55.73;54.73;48.76;48.19;44.64;37.88;32.12;30.95;30.69;25.69;24.99;21.6;27.82;28.07;25.64;24.85;31.43;32.1;27.89;25.44;30.07;28.07;32.26;34.28;26.72;27.41;33.28;34.12;30.86;16.93;33.11;12.28;39.18;37.31;33.82;30.82;30.73;28.15;32.02;38.79;40.61;36.27;43.19;33.3;35.660000000000004;36.55;45.55;36.46;12.46;31.82;36.85;33.34;31.91;0.0;34.96;31.89;37.69;38.2;41.06;40.86;38.48;43.91;42.17;42.53;46.9;40.29;32.88;39.6;36.36;36.96;36.56;30.88;41.69;37.43;34.75;39.57;36.89;33.64;27.92;36.03;36.84;36.36;33.61;30.83;32.07;32.44;17.19;28.07;32.08;27.87;26.86;28.1;17.39;30.61;29.65;31.93;28.01;33.65;34.28;30.11;31.54;35.83;17.39;34.39;31.28;31.08;33.86;33.0;30.46;33.2;34.42;35.32;37.75;35.5;35.06;28.48;36.68;38.29;33.14;35.04;34.2;33.06;38.76;34.63;34.46;39.35;32.42;34.95;35.85;29.95;34.980000000000004;32.24;33.12;26.86;28.88;30.22;29.95;30.01;33.480000000000004;12.97;11.5;32.85;32.160000000000004;30.98;35.09;36.52;35.69;31.53;11.03;31.36;31.01;34.94;27.95;26.58;33.52;28.77;26.63;32.230000000000004;29.84;32.29;33.05;36.35;32.6;28.88;31.43;36.77;35.910000000000004;34.63;37.04;35.61;28.25;31.3;33.68;38.65;37.31;35.06;31.67;39.09;29.6;36.81;37.28;35.29;37.42;37.04;35.5;38.94;38.26;36.77;34.58;48.18;58.95;65.99;56.76;66.37;67.03;62.82;51.43;59.48;64.45;73.59;75.9;76.28;83.73;67.76;65.22;70.35000000000001;84.76;93.2;92.58;77.05;63.98;65.9;58.81;62.53;81.7;70.66;79.33;71.17;68.64;77.03;78.3;77.23;93.3;97.02;99.98;100.0;99.72;1;254;1398;65.24662017822266;69.29840087890625;1.0;299.0;254.0;osisaf;2012;182.0
